EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
16-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2012-),Damashqa Tribal Militia (Yemen),1,11,Middle East,Yemen,Safir,15.65,46.1,Yemen Data Project; News Like; Al Masdar; Aden al Ghad; Hayrout,Local partner-National,3,1645477134
16-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1645477134
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Ar,17.294,43.719,Twitter; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,5,1646084036
16-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Naqah,17.318,43.781,Khabar News Agency (Yemen); Yemen Data Project; Twitter,Local partner-National,5,1646084036
17-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Al Bidah,16.146,43.13,Khabar News Agency (Yemen); Yemen Data Project; Al Mawqea,Local partner-National,50,1645477134
17-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Yemen Data Project; Al Mawqea,Local partner-National,10,1645477134
17-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Yemen),,3,Civilians (Yemen),STC: Southern Transitional Council (Shabwani Elite Forces),7,37,Middle East,Yemen,Khawrah,14.432,46.154,Yemen Data Project; Hayrout,Local partner-National,1,1645477134
17-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Abs,16.003,43.197,Khabar News Agency (Yemen); Yemeni Army; Yemen Data Project,Local partner-National,10,1646084036
17-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Bidah,16.146,43.13,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1646084036
18-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1645477134
18-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),Civilians (International),7,78,Middle East,Yemen,Ar Raqw,17.255,43.203,Yemen Data Project; 21 September News,Local partner-National,4,1645477134
18-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Al Masajid,15.31,44.076,Ansar Allah; Al Arabi News; Saudi Press Agency; Yemen Data Project,Local partner-National,1,1645477134
18-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Qaidah (Al Anin Front),13.546,43.841,Yemen Data Project; Crater Sky; Yemeni Army,Local partner-National,10,1645477134
18-Feb-22,2022,Battles,Armed clash,National Resistance Forces,,3,Military Forces of Yemen (2016-) Supreme Political Council,,1,13,Middle East,Yemen,Barashah,13.847,43.532,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,10,1645477134
19-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Abs,16.003,43.197,Khabar News Agency (Yemen); Yemen Data Project; Saudi Press Agency,Local partner-National,15,1646084036
19-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Khabar News Agency (Yemen); Yemen Data Project; Saudi Press Agency,Local partner-National,15,1646084036
19-Feb-22,2022,Battles,Armed clash,Police Forces of Yemen (2012-),Al Islah Party,1,Al Jalal Tribal Militia (Yemen),,4,14,Middle East,Yemen,Husun Al Jalal,15.472,45.37,Yemen News Agency (SABA) - Pro-Houthi; Ababiil Net; Yemen Data Project; Bawabati,Local partner-National,10,1646084036
19-Feb-22,2022,Violence against civilians,Attack,Al Laqmush Tribal Militia (Yemen),,4,Civilians (Yemen),Al Laqmush Tribal Militia (Yemen),7,47,Middle East,Yemen,Habban,14.354,47.077,Al Mashhad Al Yemeni - Pro-Hadi; Al Masirah; Yemen Data Project,Local partner-National,1,1646084036
19-Feb-22,2022,Violence against civilians,Attack,Unidentified Tribal Militia (Yemen),,4,Civilians (Yemen),Unidentified Tribal Group (Yemen); Farmers (Yemen),7,47,Middle East,Yemen,Khaywan,16.28,44.066,Al Masdar; Yemen Data Project; Al Sahil Al Gharbi,Local partner-National,1,1646084036
19-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2016-) Supreme Political Council,,1,STC: Southern Transitional Council (Shabwani Elite Forces),Giants Brigade,2,12,Middle East,Yemen,Al Alam Military Camp,14.94,46.671,Al Masdar; Yemen Data Project; South24,Local partner-National,2,1646084036
19-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Saudi Press Agency,Regional,10,1646084036
19-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Qaidah (Al Anin Front),13.546,43.841,Yemeni Army,Other,10,1646084036
20-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,STC: Southern Transitional Council (Security Belt Forces),Southern Resistance,2,12,Middle East,Yemen,Thawkab,13.767,44.55,Yemen Data Project; 4 May News,Local partner-National,10,1646084036
20-Feb-22,2022,Battles,Government regains territory,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Naqah,17.318,43.781,Yemen Data Project; 26 September News - Pro-Hadi,Local partner-National,10,1646084036
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Ethiopia),Farmers (Ethiopia),7,17,Middle East,Yemen,Jahur,14.005,45.401,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,1,1646084036
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Bayt al Hashshash,13.991,43.431,Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,1,1646084036
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Al Buqa,17.332,44.607,Yemen Data Project; Yemeni Landmine Records,Local partner-National,9,1646084036
20-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,As Suqaf,16.048,43.052,Ansar Allah,National,1,1646084036
20-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Hajjah,15.694,43.606,Saudi Press Agency,Regional,10,1646084036
21-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Ghurab Ala,13.611,43.959,26 September News - Pro-Hadi; Yemen Data Project,Local partner-National,10,1646084036
21-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Hajjah,15.694,43.606,Yemen Data Project; Al Mashhad Al Araby,Local partner-National,10,1646084036
21-Feb-22,2022,Battles,Armed clash,Al Laqmush Tribal Militia (Yemen),,4,Al Laqmush Tribal Militia (Yemen),,4,44,Middle East,Yemen,Khabr Laqmush,14.168,47.121,Yemen Data Project; Al Ayyam (Yemen),Local partner-National,3,1646084036
21-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Popular Resistance,1,11,Middle East,Yemen,Jabal al Balaq ash Sharqi,15.307,45.386,26 September News - Pro-Hadi; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1646084036
21-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Naqah,17.318,43.781,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1646084036
21-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Harib,14.932,45.504,Al Mashhad Al Yemeni - Pro-Hadi; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,1,1646084036
21-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,Jabal al Ajarim,15.367,45.042,Yemen Data Project; Ansar Allah,Local partner-National,3,1646084036
21-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Jabal al Balaq ash Sharqi,15.307,45.386,26 September News - Pro-Hadi; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,6,1646084036
22-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Hajjah,15.694,43.606,Saudi Press Agency; Yemen Data Project,Local partner-National,10,1646084036
22-Feb-22,2022,Battles,Armed clash,Al al Hubayshi Tribal Militia (Yemen),,4,Unidentified Tribal Militia (Yemen),,4,44,Middle East,Yemen,Al Khirbah,13.957,44.74,Al Janoob al Youm; Mda Press; Yemen Data Project,Local partner-National,1,1646084036
22-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Al Qaidah (Al Anin Front),13.546,43.841,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,10,1646084036
22-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),,7,78,Middle East,Yemen,Al Umm Shaykh,17.101,43.219,Yemen Press Agency; Yemen Data Project,Local partner-National,2,1646084036
22-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),,7,78,Middle East,Yemen,Al Mashaf,16.858,43.198,Yemen Press Agency; Yemen Data Project,Local partner-National,1,1646084036
23-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Abs,16.003,43.197,Yemen Data Project; Saudi Press Agency; Khabar News Agency (Yemen),Local partner-National,4,1646084036
23-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Khabar News Agency (Yemen); Saudi Press Agency; Yemen Data Project,Local partner-National,3,1646084036
23-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Mustaba,16.228,43.249,Saudi Press Agency; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,3,1646084036
23-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Al Fakhir,13.867,44.6,Twitter; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,2,1646084036
23-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Al Jubb,13.831,44.601,Twitter; Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,2,1646084036
23-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Battar,13.818,44.578,Yemen Data Project; Khabar News Agency (Yemen); Twitter,Local partner-National,2,1646084036
23-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Habil al Ubaydi,13.886,44.62,Yemen Data Project; Khabar News Agency (Yemen); Twitter,Local partner-National,2,1646084036
23-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Southern Resistance,1,11,Middle East,Yemen,Subayra,13.838,44.588,Twitter; Yemen Data Project; Khabar News Agency (Yemen),Local partner-National,2,1646084036
23-Feb-22,2022,Violence against civilians,Attack,Police Forces of Yemen (2012-) Special Security Forces,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Marib,15.461,45.325,Ansar Allah; Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project,Local partner-National,1,1646084036
23-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Yemen (2016-) Supreme Political Council,,1,Civilians (Yemen),,7,17,Middle East,Yemen,Suq Sirwah,15.449,45.019,Khabar News Agency (Yemen); Yemen Data Project; Xinhua,Local partner-National,3,1646084036
24-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),,7,78,Middle East,Yemen,Shafar,15.982,43.195,Yemen Data Project; Ansar Allah,Local partner-National,1,1646084036
24-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Harad,16.41,43.059,Khabar News Agency (Yemen); Yemen Data Project; Saudi Press Agency; 26 September News - Pro-Hadi,Local partner-National,10,1646084036
24-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),,7,78,Middle East,Yemen,Al Mashaf,16.858,43.198,Yemen Data Project; Ansar Allah,Local partner-National,1,1646084036
24-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Abs,16.003,43.197,26 September News - Pro-Hadi,National,3,1646084036
24-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),,1,11,Middle East,Yemen,Harad,16.41,43.059,26 September News - Pro-Hadi,National,3,1646084036
24-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Yemen),,3,STC: Southern Transitional Council (Aden Security),,2,23,Middle East,Yemen,Aden - Dar Sad,12.887,44.984,Al Masdar,National,3,1646084036
24-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Military Forces of Yemen (2016-) Supreme Political Council,,1,18,Middle East,Yemen,Marib,15.461,45.325,Saudi Press Agency,Regional,10,1646084036
24-Feb-22,2022,Battles,Armed clash,Al Jaramah Tribal Militia (Yemen),,4,Al Jaramah Tribal Militia (Yemen),,4,44,Middle East,Yemen,Bayhan,14.801,45.719,Twitter,New media,1,1646084036
25-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2012-),,1,Military Forces of Yemen (2016-) Supreme Political Council,,1,11,Middle East,Yemen,Taizz - Salh,13.584,44.04,Yemen News Agency (SABA) - Pro-Hadi; Yemen Data Project,Local partner-National,10,1646084036
25-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Thabit,17.387,43.253,Yemen News Agency (SABA) - Pro-Hadi; Yemen Data Project,Local partner-National,3,1646084036
25-Feb-22,2022,Battles,Armed clash,Military Forces of Yemen (2016-) Supreme Political Council,,1,Military Forces of Yemen (2012-),Operation Restoring Hope,1,11,Middle East,Yemen,Al Thabit,17.387,43.253,Yemen News Agency (SABA) - Pro-Hadi; Yemen Data Project,Local partner-National,3,1646084036
